Local Part Number,Component Type,Package,Value,Tolerance,Power,Composition,Description,Library Ref,Library Path,Footprint Ref,Footprint Path,Manufacturer 1,Manufacturer Part Number 1,Supplier 1,Supplier Part Number 1,Manufacturer 2,Manufacturer Part Number 2,Supplier 2,Supplier Part Number 2,Manufacturer 3,Manufacturer Part Number 3,Supplier 3,Supplier Part Number 3
RES0402-0215,Resistor,SMT-0402,73.2,1%,1/16W,Thick Film,Resistor 73.2 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW040273R2FKED,Digikey,541-73.2LCT-ND,,,,,Stackpole Electronics,RMCF0402FT73R2,Digikey,RMCF0402FT73R2CT-ND
RES0402-0216,Resistor,SMT-0402,75,1%,1/16W,Thick Film,Resistor 75 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW040275R0FKED,Digikey,541-75.0LCT-ND,Samsung,RC1005F750CS,Digikey,1276-3476-1-ND,Stackpole Electronics,RMCF0402FT75R0,Digikey,RMCF0402FT75R0CT-ND
RES0402-0217,Resistor,SMT-0402,76.8,1%,1/16W,Thick Film,Resistor 76.8 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW040276R8FKED,Digikey,541-76.8LCT-ND,,,,,Stackpole Electronics,RMCF0402FT76R8,Digikey,RMCF0402FT76R8CT-ND
RES0402-0218,Resistor,SMT-0402,78.7,1%,1/16W,Thick Film,Resistor 78.7 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW040278R7FKED,Digikey,541-78.7LCT-ND,,,,,Stackpole Electronics,RMCF0402FT78R7,Digikey,RMCF0402FT78R7CT-ND
RES0402-0219,Resistor,SMT-0402,80.6,1%,1/16W,Thick Film,Resistor 80.6 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW040280R6FKED,Digikey,541-80.6LCT-ND,Samsung,RC1005F80R6CS,Digikey,1276-3935-1-ND,Stackpole Electronics,RMCF0402FT80R6,Digikey,RMCF0402FT80R6CT-ND
RES0402-0220,Resistor,SMT-0402,82,1%,1/16W,Thick Film,Resistor 82 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW040282R0FKED,Digikey,541-82.0LCT-ND,Samsung,RC1005F820CS,Digikey,1276-3936-1-ND,Stackpole Electronics,RMCF0402FT82R0,Digikey,RMCF0402FT82R0CT-ND
RES0402-0221,Resistor,SMT-0402,82.5,1%,1/16W,Thick Film,Resistor 82.5 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW040282R5FKED,Digikey,541-82.5LCT-ND,Samsung,RC1005F82R5CS,Digikey,1276-3937-1-ND,Stackpole Electronics,RMCF0402FT82R5,Digikey,RMCF0402FT82R5CT-ND
RES0402-0222,Resistor,SMT-0402,84.5,1%,1/16W,Thick Film,Resistor 84.5 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW040284R5FKED,Digikey,541-84.5LCT-ND,Samsung,RC1005F84R5CS,Digikey,1276-3938-1-ND,Stackpole Electronics,RMCF0402FT84R5,Digikey,RMCF0402FT84R5CT-ND
RES0402-0223,Resistor,SMT-0402,86.6,1%,1/16W,Thick Film,Resistor 86.6 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW040286R6FKED,Digikey,541-86.6LCT-ND,Samsung,RC1005F86R6CS,Digikey,1276-3939-1-ND,Stackpole Electronics,RMCF0402FT86R6,Digikey,RMCF0402FT86R6CT-ND
RES0402-0224,Resistor,SMT-0402,88.7,1%,1/16W,Thick Film,Resistor 88.7 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW040288R7FKED,Digikey,541-88.7LCT-ND,,,,,Stackpole Electronics,RMCF0402FT88R7,Digikey,RMCF0402FT88R7CT-ND
RES0402-0225,Resistor,SMT-0402,90.9,1%,1/16W,Thick Film,Resistor 90.9 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW040290R9FKED,Digikey,541-90.9LCT-ND,Samsung,RC1005F90R9CS,Digikey,1276-3940-1-ND,Stackpole Electronics,RMCF0402FT90R9,Digikey,RMCF0402FT90R9CT-ND
RES0402-0226,Resistor,SMT-0402,91,1%,1/16W,Thick Film,Resistor 91 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW040291R0FKED,Digikey,541-91.0LCT-ND,Samsung,RC1005F910CS,Digikey,1276-3941-1-ND,Stackpole Electronics,RMCF0402FT91R0,Digikey,RMCF0402FT91R0CT-ND
RES0402-0227,Resistor,SMT-0402,93.1,1%,1/16W,Thick Film,Resistor 93.1 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW040293R1FKED,Digikey,541-93.1LCT-ND,Samsung,RC1005F93R1CS,Digikey,1276-3942-1-ND,Stackpole Electronics,RMCF0402FT93R1,Digikey,RMCF0402FT93R1CT-ND
RES0402-0228,Resistor,SMT-0402,95.3,1%,1/16W,Thick Film,Resistor 95.3 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW040295R3FKED,Digikey,541-95.3LCT-ND,,,,,Stackpole Electronics,RMCF0402FT95R3,Digikey,RMCF0402FT95R3CT-ND
RES0402-0229,Resistor,SMT-0402,97.6,1%,1/16W,Thick Film,Resistor 97.6 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW040297R6FKED,Digikey,541-97.6LCT-ND,,,,,Stackpole Electronics,RMCF0402FT97R6,Digikey,RMCF0402FT97R6CT-ND
RES0402-0230,Resistor,SMT-0402,100,1%,1/16W,Thick Film,Resistor 100 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402100RFKED,Digikey,541-100LCT-ND,Samsung,RC1005F101CS,Digikey,1276-3429-1-ND,Stackpole Electronics,RMCF0402FT100R,Digikey,RMCF0402FT100RCT-ND
RES0402-0231,Resistor,SMT-0402,102,1%,1/16W,Thick Film,Resistor 102 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402102RFKED,Digikey,541-102LCT-ND,Samsung,RC1005F1020CS,Digikey,1276-3943-1-ND,Stackpole Electronics,RMCF0402FT102R,Digikey,RMCF0402FT102RCT-ND
RES0402-0232,Resistor,SMT-0402,105,1%,1/16W,Thick Film,Resistor 105 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402105RFKED,Digikey,541-105LCT-ND,,,,,Stackpole Electronics,RMCF0402FT105R,Digikey,RMCF0402FT105RCT-ND
RES0402-0233,Resistor,SMT-0402,107,1%,1/16W,Thick Film,Resistor 107 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402107RFKED,Digikey,541-107LCT-ND,,,,,Stackpole Electronics,RMCF0402FT107R,Digikey,RMCF0402FT107RCT-ND
RES0402-0234,Resistor,SMT-0402,110,1%,1/16W,Thick Film,Resistor 110 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402110RFKED,Digikey,541-110LCT-ND,Samsung,RC1005F111CS,Digikey,1276-3944-1-ND,Stackpole Electronics,RMCF0402FT110R,Digikey,RMCF0402FT110RCT-ND
RES0402-0235,Resistor,SMT-0402,113,1%,1/16W,Thick Film,Resistor 113 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402113RFKED,Digikey,541-113LCT-ND,Samsung,RC1005F1130CS,Digikey,1276-3945-1-ND,Stackpole Electronics,RMCF0402FT113R,Digikey,RMCF0402FT113RCT-ND
RES0402-0236,Resistor,SMT-0402,115,1%,1/16W,Thick Film,Resistor 115 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402115RFKED,Digikey,541-115LCT-ND,,,,,Stackpole Electronics,RMCF0402FT115R,Digikey,RMCF0402FT115RCT-ND
RES0402-0237,Resistor,SMT-0402,118,1%,1/16W,Thick Film,Resistor 118 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402118RFKED,Digikey,541-118LCT-ND,Samsung,RC1005F1180CS,Digikey,1276-3946-1-ND,Stackpole Electronics,RMCF0402FT118R,Digikey,RMCF0402FT118RCT-ND
RES0402-0238,Resistor,SMT-0402,120,1%,1/16W,Thick Film,Resistor 120 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402120RFKED,Digikey,541-120LCT-ND,Samsung,RC1005F121CS,Digikey,1276-3947-1-ND,Stackpole Electronics,RMCF0402FT120R,Digikey,RMCF0402FT120RCT-ND
RES0402-0239,Resistor,SMT-0402,121,1%,1/16W,Thick Film,Resistor 121 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402121RFKED,Digikey,541-121LCT-ND,Samsung,RC1005F1210CS,Digikey,1276-3948-1-ND,Stackpole Electronics,RMCF0402FT121R,Digikey,RMCF0402FT121RCT-ND
RES0402-0240,Resistor,SMT-0402,124,1%,1/16W,Thick Film,Resistor 124 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402124RFKED,Digikey,541-124LCT-ND,Samsung,RC1005F1240CS,Digikey,1276-3949-1-ND,Stackpole Electronics,RMCF0402FT124R,Digikey,RMCF0402FT124RCT-ND
RES0402-0241,Resistor,SMT-0402,127,1%,1/16W,Thick Film,Resistor 127 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402127RFKED,Digikey,541-127LCT-ND,Samsung,RC1005F1270CS,Digikey,1276-3950-1-ND,Stackpole Electronics,RMCF0402FT127R,Digikey,RMCF0402FT127RCT-ND
RES0402-0242,Resistor,SMT-0402,130,1%,1/16W,Thick Film,Resistor 130 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402130RFKED,Digikey,541-130LCT-ND,Samsung,RC1005F131CS,Digikey,1276-3951-1-ND,Stackpole Electronics,RMCF0402FT130R,Digikey,RMCF0402FT130RCT-ND
RES0402-0243,Resistor,SMT-0402,133,1%,1/16W,Thick Film,Resistor 133 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402133RFKED,Digikey,541-133LCT-ND,Samsung,RC1005F1330CS,Digikey,1276-3439-1-ND,Stackpole Electronics,RMCF0402FT133R,Digikey,RMCF0402FT133RCT-ND
RES0402-0244,Resistor,SMT-0402,137,1%,1/16W,Thick Film,Resistor 137 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402137RFKED,Digikey,541-137LCT-ND,,,,,Stackpole Electronics,RMCF0402FT137R,Digikey,RMCF0402FT137RCT-ND
RES0402-0245,Resistor,SMT-0402,140,1%,1/16W,Thick Film,Resistor 140 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402140RFKED,Digikey,541-140LCT-ND,Samsung,RC1005F1400CS,Digikey,1276-3952-1-ND,Stackpole Electronics,RMCF0402FT140R,Digikey,RMCF0402FT140RCT-ND
RES0402-0246,Resistor,SMT-0402,143,1%,1/16W,Thick Film,Resistor 143 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402143RFKED,Digikey,541-143LCT-ND,,,,,Stackpole Electronics,RMCF0402FT143R,Digikey,RMCF0402FT143RCT-ND
RES0402-0247,Resistor,SMT-0402,147,1%,1/16W,Thick Film,Resistor 147 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402147RFKED,Digikey,541-147LCT-ND,,,,,Stackpole Electronics,RMCF0402FT147R,Digikey,RMCF0402FT147RCT-ND
RES0402-0248,Resistor,SMT-0402,150,1%,1/16W,Thick Film,Resistor 150 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402150RFKED,Digikey,541-150LCT-ND,Samsung,RC1005F151CS,Digikey,1276-3953-1-ND,Stackpole Electronics,RMCF0402FT150R,Digikey,RMCF0402FT150RCT-ND
RES0402-0249,Resistor,SMT-0402,154,1%,1/16W,Thick Film,Resistor 154 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402154RFKED,Digikey,541-154LCT-ND,,,,,Stackpole Electronics,RMCF0402FT154R,Digikey,RMCF0402FT154RCT-ND
RES0402-0250,Resistor,SMT-0402,158,1%,1/16W,Thick Film,Resistor 158 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402158RFKED,Digikey,541-158LCT-ND,,,,,Stackpole Electronics,RMCF0402FT158R,Digikey,RMCF0402FT158RCT-ND
RES0402-0251,Resistor,SMT-0402,160,1%,1/16W,Thick Film,Resistor 160 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402160RFKED,Digikey,541-160LCT-ND,Samsung,RC1005F161CS,Digikey,1276-3954-1-ND,,,,
RES0402-0252,Resistor,SMT-0402,162,1%,1/16W,Thick Film,Resistor 162 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402162RFKED,Digikey,541-162LCT-ND,,,,,Stackpole Electronics,RMCF0402FT162R,Digikey,RMCF0402FT162RCT-ND
RES0402-0253,Resistor,SMT-0402,165,1%,1/16W,Thick Film,Resistor 165 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402165RFKED,Digikey,541-165LCT-ND,,,,,Stackpole Electronics,RMCF0402FT165R,Digikey,RMCF0402FT165RCT-ND
RES0402-0254,Resistor,SMT-0402,169,1%,1/16W,Thick Film,Resistor 169 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402169RFKED,Digikey,541-169LCT-ND,Samsung,RC1005F1690CS,Digikey,1276-3955-1-ND,Stackpole Electronics,RMCF0402FT169R,Digikey,RMCF0402FT169RCT-ND
RES0402-0255,Resistor,SMT-0402,174,1%,1/16W,Thick Film,Resistor 174 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402174RFKED,Digikey,541-174LCT-ND,,,,,Stackpole Electronics,RMCF0402FT174R,Digikey,RMCF0402FT174RCT-ND
RES0402-0256,Resistor,SMT-0402,178,1%,1/16W,Thick Film,Resistor 178 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402178RFKED,Digikey,541-178LCT-ND,,,,,Stackpole Electronics,RMCF0402FT178R,Digikey,RMCF0402FT178RCT-ND
RES0402-0257,Resistor,SMT-0402,180,1%,1/16W,Thick Film,Resistor 180 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402180RFKED,Digikey,541-180LCT-ND,Samsung,RC1005F181CS,Digikey,1276-3956-1-ND,Stackpole Electronics,RMCF0402FT180R,Digikey,RMCF0402FT180RCT-ND
RES0402-0258,Resistor,SMT-0402,182,1%,1/16W,Thick Film,Resistor 182 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402182RFKED,Digikey,541-182LCT-ND,Samsung,RC1005F1820CS,Digikey,1276-3957-1-ND,Stackpole Electronics,RMCF0402FT182R,Digikey,RMCF0402FT182RCT-ND
RES0402-0259,Resistor,SMT-0402,187,1%,1/16W,Thick Film,Resistor 187 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402187RFKED,Digikey,541-187LCT-ND,,,,,Stackpole Electronics,RMCF0402FT187R,Digikey,RMCF0402FT187RCT-ND
RES0402-0260,Resistor,SMT-0402,191,1%,1/16W,Thick Film,Resistor 191 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402191RFKED,Digikey,541-191LCT-ND,Samsung,RC1005F1910CS,Digikey,1276-3958-1-ND,Stackpole Electronics,RMCF0402FT191R,Digikey,RMCF0402FT191RCT-ND
RES0402-0261,Resistor,SMT-0402,196,1%,1/16W,Thick Film,Resistor 196 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402196RFKED,Digikey,541-196LCT-ND,,,,,Stackpole Electronics,RMCF0402FT196R,Digikey,RMCF0402FT196RCT-ND
RES0402-0262,Resistor,SMT-0402,200,1%,1/16W,Thick Film,Resistor 200 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402200RFKED,Digikey,541-200LCT-ND,Samsung,RC1005F201CS,Digikey,1276-3959-1-ND,Stackpole Electronics,RMCF0402FT200R,Digikey,RMCF0402FT200RCT-ND
RES0402-0263,Resistor,SMT-0402,205,1%,1/16W,Thick Film,Resistor 205 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402205RFKED,Digikey,541-205LCT-ND,Samsung,RC1005F2050CS,Digikey,1276-3960-1-ND,Stackpole Electronics,RMCF0402FT205R,Digikey,RMCF0402FT205RCT-ND
RES0402-0264,Resistor,SMT-0402,210,1%,1/16W,Thick Film,Resistor 210 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402210RFKED,Digikey,541-210LCT-ND,Samsung,RC1005F2100CS,Digikey,1276-3961-1-ND,Stackpole Electronics,RMCF0402FT210R,Digikey,RMCF0402FT210RCT-ND
RES0402-0265,Resistor,SMT-0402,215,1%,1/16W,Thick Film,Resistor 215 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402215RFKED,Digikey,541-215LCT-ND,Samsung,RC1005F2150CS,Digikey,1276-3962-1-ND,Stackpole Electronics,RMCF0402FT215R,Digikey,RMCF0402FT215RCT-ND
RES0402-0266,Resistor,SMT-0402,220,1%,1/16W,Thick Film,Resistor 220 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402220RFKED,Digikey,541-220LCT-ND,Samsung,RC1005F221CS,Digikey,1276-3963-1-ND,Stackpole Electronics,RMCF0402FT220R,Digikey,RMCF0402FT220RCT-ND
RES0402-0267,Resistor,SMT-0402,221,1%,1/16W,Thick Film,Resistor 221 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402221RFKED,Digikey,541-221LCT-ND,Samsung,RC1005F2210CS,Digikey,1276-3452-1-ND,Stackpole Electronics,RMCF0402FT221R,Digikey,RMCF0402FT221RCT-ND
RES0402-0268,Resistor,SMT-0402,226,1%,1/16W,Thick Film,Resistor 226 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402226RFKED,Digikey,541-226LCT-ND,,,,,Stackpole Electronics,RMCF0402FT226R,Digikey,RMCF0402FT226RCT-ND
RES0402-0269,Resistor,SMT-0402,232,1%,1/16W,Thick Film,Resistor 232 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402232RFKED,Digikey,541-232LCT-ND,Samsung,RC1005F2320CS,Digikey,1276-3964-1-ND,Stackpole Electronics,RMCF0402FT232R,Digikey,RMCF0402FT232RCT-ND
RES0402-0270,Resistor,SMT-0402,237,1%,1/16W,Thick Film,Resistor 237 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402237RFKED,Digikey,541-237LCT-ND,,,,,Stackpole Electronics,RMCF0402FT237R,Digikey,RMCF0402FT237RCT-ND
RES0402-0271,Resistor,SMT-0402,240,1%,1/16W,Thick Film,Resistor 240 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402240RFKED,Digikey,541-240LCT-ND,Samsung,RC1005F241CS,Digikey,1276-3965-1-ND,Stackpole Electronics,RMCF0402FT240R,Digikey,RMCF0402FT240RCT-ND
RES0402-0272,Resistor,SMT-0402,243,1%,1/16W,Thick Film,Resistor 243 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402243RFKED,Digikey,541-243LCT-ND,Samsung,RC1005F2430CS,Digikey,1276-3966-1-ND,Stackpole Electronics,RMCF0402FT243R,Digikey,RMCF0402FT243RCT-ND
RES0402-0273,Resistor,SMT-0402,249,1%,1/16W,Thick Film,Resistor 249 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402249RFKED,Digikey,541-249LCT-ND,Samsung,RC1005F2490CS,Digikey,1276-3967-1-ND,Stackpole Electronics,RMCF0402FT249R,Digikey,RMCF0402FT249RCT-ND
RES0402-0274,Resistor,SMT-0402,255,1%,1/16W,Thick Film,Resistor 255 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402255RFKED,Digikey,541-255LCT-ND,Samsung,RC1005F2550CS,Digikey,1276-3968-1-ND,Stackpole Electronics,RMCF0402FT255R,Digikey,RMCF0402FT255RCT-ND
RES0402-0275,Resistor,SMT-0402,261,1%,1/16W,Thick Film,Resistor 261 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402261RFKED,Digikey,541-261LCT-ND,Samsung,RC1005F2610CS,Digikey,1276-3969-1-ND,Stackpole Electronics,RMCF0402FT261R,Digikey,RMCF0402FT261RCT-ND
RES0402-0276,Resistor,SMT-0402,267,1%,1/16W,Thick Film,Resistor 267 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402267RFKED,Digikey,541-267LCT-ND,,,,,Stackpole Electronics,RMCF0402FT267R,Digikey,RMCF0402FT267RCT-ND
RES0402-0277,Resistor,SMT-0402,270,1%,1/16W,Thick Film,Resistor 270 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402270RFKED,Digikey,541-270LCT-ND,Samsung,RC1005F271CS,Digikey,1276-3970-1-ND,Stackpole Electronics,RMCF0402FT270R,Digikey,RMCF0402FT270RCT-ND
RES0402-0278,Resistor,SMT-0402,274,1%,1/16W,Thick Film,Resistor 274 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402274RFKED,Digikey,541-274LCT-ND,Samsung,RC1005F2740CS,Digikey,1276-3971-1-ND,Stackpole Electronics,RMCF0402FT274R,Digikey,RMCF0402FT274RCT-ND
RES0402-0279,Resistor,SMT-0402,280,1%,1/16W,Thick Film,Resistor 280 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402280RFKED,Digikey,541-280LCT-ND,Samsung,RC1005F2800CS,Digikey,1276-3972-1-ND,Stackpole Electronics,RMCF0402FT280R,Digikey,RMCF0402FT280RCT-ND
RES0402-0280,Resistor,SMT-0402,287,1%,1/16W,Thick Film,Resistor 287 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402287RFKED,Digikey,541-287LCT-ND,,,,,Stackpole Electronics,RMCF0402FT287R,Digikey,RMCF0402FT287RCT-ND
RES0402-0281,Resistor,SMT-0402,294,1%,1/16W,Thick Film,Resistor 294 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402294RFKED,Digikey,541-294LCT-ND,Samsung,RC1005F2940CS,Digikey,1276-3973-1-ND,Stackpole Electronics,RMCF0402FT294R,Digikey,RMCF0402FT294RCT-ND
RES0402-0282,Resistor,SMT-0402,300,1%,1/16W,Thick Film,Resistor 300 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402300RFKED,Digikey,541-300LCT-ND,Samsung,RC1005F301CS,Digikey,1276-3974-1-ND,Stackpole Electronics,RMCF0402FT300R,Digikey,RMCF0402FT300RCT-ND
RES0402-0283,Resistor,SMT-0402,301,1%,1/16W,Thick Film,Resistor 301 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402301RFKED,Digikey,541-301LCT-ND,Samsung,RC1005F3010CS,Digikey,1276-3975-1-ND,Stackpole Electronics,RMCF0402FT301R,Digikey,RMCF0402FT301RCT-ND
RES0402-0284,Resistor,SMT-0402,309,1%,1/16W,Thick Film,Resistor 309 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW0402309RFKED,Digikey,541-309LCT-ND,,,,,Stackpole Electronics,RMCF0402FT309R,Digikey,RMCF0402FT309RCT-ND
